Name,Brand,Selling Price,MRP,Discount,Ratings,No_of_ratings,Details
Haier 195 L Direct Cool Single Door 4 Star Refrigerator,Haier,16490,28200,41% off,4.4,2770 Ratings & 320 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product 10 Years Warranty on Compressor']
Haier 256 L Frost Free Double Door Bottom Mount 2 Star Convertible Refrigerator,Haier,22490,35900,37% off,4.4,939 Ratings & 81 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year On Product and 10 Years on Compressor from Haier']
SAMSUNG 253 l Frost Free Double Door 1 Star Refrigerator,SAMSUNG,20390,25990,21% off,4.4,1020 Ratings & 72 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Godrej 195 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Godrej,15690,19990,21% off,4.3,14068 Ratings & 1524 Reviews,['Intelligent Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Godrej']
realme TechLife 195 L Direct Cool Single Door 2 Star Refrigerator,realme,11990,17490,31% off,4.2,385 Ratings & 63 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
SAMSUNG 415 L Frost Free Double Door 3 Star Convertible Refrigerator,SAMSUNG,45490,54990,17% off,4.4,1975 Ratings & 225 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
LG 308 L Frost Free Double Door 3 Star Convertible Refrigerator  with Smart Inverter With Multi Air Fl...,LG,32990,48199,31% off,4.1,32 Ratings & 1 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG']
SAMSUNG 345 L Frost Free Double Door 3 Star Convertible Refrigerator,SAMSUNG,36490,47990,23% off,4.3,7661 Ratings & 821 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Godrej 236 L Frost Free Double Door 2 Star Refrigerator,Godrej,19990,21900,8% off,4.2,3850 Ratings & 416 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej']
SAMSUNG 225 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digi Touch Cool BSD,SAMSUNG,19790,22990,13% off,4.4,11806 Ratings & 1366 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 314 L Frost Free Double Door 2 Star Refrigerator  with Curd Maestro,SAMSUNG,40400,43721,7% off,4.7,11 Ratings & 1 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
MOTOROLA 338 L Frost Free Double Door 3 Star Convertible Refrigerator,MOTOROLA,28490,43399,34% off,4.3,399 Ratings & 53 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from Motorola']
SAMSUNG 225 L Direct Cool Single Door 4 Star Refrigerator,SAMSUNG,17190,23990,28% off,4.3,441 Ratings & 45 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator with Base Drawer,SAMSUNG,22990,29990,23% off,4.4,2900 Ratings & 337 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 324 L Frost Free Double Door 2 Star Convertible Refrigerator,SAMSUNG,30990,41990,26% off,4.4,5094 Ratings & 618 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Haier 630 L Frost Free Side by Side Convertible Refrigerator,Haier,64990,131900,50% off,4.5,90 Ratings & 11 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor']
Lifelong 460 L Frost Free Side by Side Refrigerator,Lifelong,39990,62000,35% off,4.1,519 Ratings & 81 Reviews,['Inverter Compressor' '1 Year on Product and 10 Years on Compressor from Lifelong']
Whirlpool 190 L Direct Cool Single Door 2 Star Refrigerator,Whirlpool,13690,17150,20% off,4.3,6590 Ratings & 541 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on the Compressor']
CANDY 170 L Direct Cool Single Door 2 Star Refrigerator,CANDY,9990,12500,20% off,4.3,6744 Ratings & 839 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor & fan Motor']
Whirlpool 340 L Frost Free Double Door 2 Star Convertible Refrigerator,Whirlpool,31990,45250,29% off,4.2,155 Ratings & 15 Reviews,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product 10 Years Warranty on Compressor']
SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator,SAMSUNG,17090,18990,10% off,4.3,16391 Ratings & 1657 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
LG 190 L Direct Cool Single Door 2 Star Refrigerator,LG,12990,17899,27% off,4.5,249 Ratings & 4 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG']
LG 45 L Direct Cool Single Door 2 Star Refrigerator,LG,7109,10190,30% off,4.1,687 Ratings & 88 Reviews,['Linear Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from LG']
Whirlpool 215 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,Whirlpool,19390,24200,19% off,4.4,3614 Ratings & 389 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
Haier 256 L Frost Free Double Door 3 Star Convertible Refrigerator,Haier,25990,40400,35% off,4.4,3847 Ratings & 363 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
SAMSUNG 220 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digi Touch Cool Curd...,SAMSUNG,21790,25990,16% off,4.5,880 Ratings & 132 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 230 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,SAMSUNG,18490,22990,19% off,4.4,8329 Ratings & 977 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 198 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,SAMSUNG,17990,21990,18% off,4.5,2151 Ratings & 258 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
LG 235 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,LG,20490,30399,32% off,4.4,7175 Ratings & 749 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Refrigerator Unit and 10 Years on Compressor From LG']
Haier 258 L Frost Free Double Door 3 Star Convertible Refrigerator,Haier,23990,39600,39% off,4.4,7806 Ratings & 818 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,23290,30550,23% off,4.3,13902 Ratings & 1653 Reviews,['Rotary Compressor' 'Built-in Stabilizer' '1 Year Warranty on Unit and 10 Years Warranty on Compressor']
Haier 256 l Frost Free Double Door Bottom Mount 3 Star Convertible Refrigerator,Haier,26990,31050,13% off,4.4,2818 Ratings & 371 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1  Year Warranty on Product and 10 Years Warranty on Compressor from Haier']
LG 235 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,LG,20890,30499,31% off,4.4,8852 Ratings & 1004 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year on Refrigrator Unit and 10 Years on Compressor']
LG 260 L Frost Free Double Door 2 Star Convertible Refrigerator  with Convertible Refrigerator,LG,23990,33299,27% off,4.4,1027 Ratings & 84 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From LG']
LG 204 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,LG,19490,25599,23% off,4.3,20 Ratings & 1 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG']
Haier 195 L Direct Cool Single Door 4 Star Refrigerator,Haier,14690,18400,20% off,4.4,138 Ratings & 12 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
LG 215 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  with Fast Ice Making,LG,16990,26099,34% off,4.5,101 Ratings & 6 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor From LG']
SAMSUNG 275 L Frost Free Double Door 3 Star Refrigerator,SAMSUNG,27490,34990,21% off,4.3,1560 Ratings & 135 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
LG 204 L Direct Cool Single Door 5 Star Refrigerator,LG,19990,25499,21% off,4.5,24 Ratings & 2 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor from LG']
MarQ by Flipkart 170 L Direct Cool Single Door 2 Star Refrigerator,MarQ,9965,12999,23% off,4.1,6098 Ratings & 737 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year on Product and 5 Years on Compressor Warranty From Marq by Flipkart']
Haier 346 L Frost Free Double Door 3 Star Convertible Refrigerator,Haier,35990,54600,34% off,4.5,753 Ratings & 108 Reviews,['Inverter Compressor' '1 Year Warranty on Product and 10 Years on Compressor Warranty from Haier']
Godrej 240 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Godrej,18990,25000,24% off,4.3,1862 Ratings & 239 Reviews,['Inverter Compressor' '1 Year Warranty on Product and 10 Years on Compressor from Godrej']
Whirlpool 190 L Direct Cool Single Door 3 Star Refrigerator,Whirlpool,13290,18700,28% off,4.3,38205 Ratings & 3534 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
Whirlpool 300 L Frost Free Triple Door Refrigerator,Whirlpool,31390,43950,28% off,4.4,31315 Ratings & 3863 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor From Whirlpool']
Whirlpool 245 L Frost Free Double Door 3 Star Refrigerator,Whirlpool,23690,29700,20% off,4.2,476 Ratings & 56 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor']
Whirlpool 360 L Frost Free Double Door 3 Star Convertible Refrigerator,Whirlpool,37990,53450,28% off,4.3,800 Ratings & 96 Reviews,['Intellisense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on the Compressor from Whirlpool']
LG 190 L Direct Cool Single Door 3 Star Refrigerator,LG,14990,21199,29% off,4.4,69 Ratings & 3 Reviews,['Conventional Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From LG']
Haier 258 L Frost Free Double Door 2 Star Convertible Refrigerator,Haier,21990,27800,20% off,4.4,7806 Ratings & 818 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor']
MarQ by Flipkart 90 L Direct Cool Single Door 1 Star Refrigerator,MarQ,8499,10999,22% off,4,3180 Ratings & 416 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 5 Years on Compressor Warranty from MarQ by Flipkart']
Haier 190 L Direct Cool Single Door 2 Star Refrigerator,Haier,12290,18400,33% off,4.3,7541 Ratings & 745 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
LG 190 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,LG,15990,20990,23% off,4.4,7175 Ratings & 749 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Refrigerator Unit and 10 Years on Compressor From LG']
Haier 258 L Frost Free Double Door 3 Star Convertible Refrigerator,Haier,30990,50600,38% off,4.1,13 Ratings & 5 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor']
SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator,SAMSUNG,16790,18990,11% off,4.4,1142 Ratings & 122 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 580 L Frost Free French Door Bottom Mount Convertible Refrigerator,SAMSUNG,69990,87990,20% off,4.4,293 Ratings & 38 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Haier 220 L Direct Cool Single Door 4 Star Refrigerator,Haier,17490,25900,32% off,4.3,2183 Ratings & 255 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Haier']
Godrej 185 L Direct Cool Single Door 3 Star Refrigerator,Godrej,13690,15990,14% off,4.3,14068 Ratings & 1524 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Godrej']
Godrej 190 L Direct Cool Single Door 3 Star Refrigerator  with Intelligent Inverter Compressor,Godrej,13990,15490,9% off,4.3,5606 Ratings & 582 Reviews,['Inverter' 'Built-in Stabilizer' '1 Year Warranty on product and 10 Years Warranty on Compressor from Godrej']
Whirlpool 240 L Frost Free Triple Door Refrigerator,Whirlpool,25990,36400,28% off,4.4,31315 Ratings & 3863 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool']
Midea 591 L Frost Free Side by Side Refrigerator,Midea,57990,87990,34% off,4.1,248 Ratings & 37 Reviews,['DC Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor']
Haier 170 L Direct Cool Single Door 2 Star Refrigerator,Haier,11390,14400,20% off,4.2,3650 Ratings & 307 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year On Product and 10 Years on Compressor from Haier']
SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator  with Digi Touch Cool,SAMSUNG,16490,17990,8% off,4.4,2236 Ratings & 259 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
SAMSUNG 244 L Frost Free Double Door 3 Star Refrigerator  with Curd Maestro,SAMSUNG,25990,31990,18% off,4.4,7150 Ratings & 713 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator,Whirlpool,14990,17900,16% off,4.3,2241 Ratings & 227 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool']
MarQ by Flipkart 190 L Direct Cool Single Door 3 Star Refrigerator,MarQ,10990,15990,31% off,4.2,1586 Ratings & 218 Reviews,['Reciprocatory Compressor' '1 Year Warranty on Product and 5 Years on Compressor From MarQ by Flipkart']
LG 190 L Direct Cool Single Door 4 Star Refrigerator,LG,15290,20390,25% off,4.4,36277 Ratings & 3502 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on product and 10 Years Warranty on compressor from LG']
Godrej 231 L Frost Free Double Door 1 Star Refrigerator,Godrej,18790,21900,14% off,4.1,142 Ratings & 13 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
LG 546 L Frost Free Double Door 2 Star Refrigerator  with with Door Cooling,LG,68490,73090,6% off,4.4,9 Ratings & 1 Reviews,['Inverter Linear Compressor' 'Built-in Stabilizer' '1 Year Warranty on product and 10 Years Warranty on compressor from LG']
Haier 345 L Frost Free Double Door 3 Star Convertible Refrigerator,Haier,33490,52400,36% off,4.1,135 Ratings & 13 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Haier']
Whirlpool 265 L Frost Free Double Door 3 Star Convertible Refrigerator,Whirlpool,25990,37350,30% off,4,107 Ratings & 6 Reviews,['Inverter' 'Built-in Stabilizer' '1 Year on Unit and 10 Years on Compressor from Whirlpool']
LG 190 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  with Fast Ice Making,LG,16989,22229,23% off,4.4,8 Ratings & 0 Reviews,['Conventional Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From LG']
Godrej 215 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Godrej,17790,20990,15% off,4.3,14068 Ratings & 1524 Reviews,['Intelligent Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Godrej']
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,23190,30200,23% off,4.2,856 Ratings & 86 Reviews,['Reciprocating Compressor' '1 Year on Product and 10 Years on the Compressor from Whirlpool']
LG 260 L Frost Free Double Door 3 Star Convertible Refrigerator,LG,30999,43299,28% off,4.4,10 Ratings & 2 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from LG']
Whirlpool 215 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,Whirlpool,18190,25900,29% off,4.2,135 Ratings & 14 Reviews,['IntelliSense Inverter Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor from Whirlpool']
SAMSUNG 192 L Direct Cool Single Door 1 Star Refrigerator,SAMSUNG,12490,14990,16% off,4.3,5354 Ratings & 484 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Samsung']
LG 190 L Direct Cool Single Door 4 Star Refrigerator,LG,14990,18690,19% off,4.4,1125 Ratings & 92 Reviews,['Smart Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from LG']
Panasonic 309 L Frost Free Double Door 3 Star Refrigerator,Panasonic,29990,42800,29% off,4.3,257 Ratings & 41 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Product and 10 Years on Compressor']
Whirlpool 245 L Frost Free Double Door 2 Star Refrigerator,Whirlpool,21819,32200,32% off,3.9,9 Ratings & 0 Reviews,['Digital Inverter' 'Built-in Stabilizer' '1 Year on Product and 10 Years on Compressor From Whirlpool']
Whirlpool 292 L Frost Free Double Door 3 Star Convertible Refrigerator,Whirlpool,30490,36400,16% off,4.3,28704 Ratings & 3078 Reviews,['Digital Inverter Technology Compressor' 'Built-in Stabilizer' '1 Year on the Unit & 10 Years on the Compressor']
SAMSUNG 253 L Frost Free Double Door 2 Star Refrigerator with Base Drawer,SAMSUNG,27400,29990,8% off,4.2,25 Ratings & 2 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Haier 190 L Direct Cool Single Door 2 Star Refrigerator,Haier,12500,18700,33% off,4.3,327 Ratings & 39 Reviews,['Reciprocating Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
Whirlpool 330 L Frost Free Triple Door Refrigerator,Whirlpool,35990,48150,25% off,4.4,31315 Ratings & 3863 Reviews,['Reciprocatory Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years Warranty on Compressor from Whirlpool']
Haier 376 L Frost Free Double Door Bottom Mount 3 Star Refrigerator,Haier,37990,65100,41% off,4.5,12 Ratings & 0 Reviews,['Twin Inverter Compressor' 'Built-in Stabilizer' 'covered in Warranty All Parts Excluding Plastic Parts Glassware Bulb and Tube from the Date of Purchase. Against Defective Material and Workmanship1 Year Warranty on Product and 10 Years on Compressor']
Godrej 343 L Frost Free Double Door 3 Star Refrigerator,Godrej,34379,49820,30% off,3.9,14 Ratings & 2 Reviews,['Inverter Compressor' 'Built-in Stabilizer' '1 Year Comprehensive Warranty on Prodcut and 10 Years Warranty on Compressor']
SAMSUNG 192 L Direct Cool Single Door 4 Star Refrigerator  with Digi Touch Cool Curd Maestro,SAMSUNG,18000,20990,14% off,4.4,792 Ratings & 89 Reviews,['Digital Inverter Compressor' 'Built-in Stabilizer' '1 year comprehensive warranty on product 20 years on compressor']
Whirlpool 280 L Direct Cool Single Door 3 Star Refrigerator  with Auto Defrost,Whirlpool,22690,26990,15% off,4,65 Ratings & 6 Reviews,['Non Inverter Compressor' 'Built-in Stabilizer' '1 Year Warranty on Product and 10 Years on Compressor']
MarQ by Flipkart 190 L Direct Cool Single Door 3 Star Refrigerator,MarQ,11990,15990,25% off,4.2,1586 Ratings & 218 Reviews,['Reciprocatory Compressor' '1 Year Warranty on Product and 5 Years on Compressor From MarQ by Flipkart']
Whirlpool 265 L Frost Free Double Door 2 Star Refrigerator  with Glass Door,Whirlpool,24019,27400,12% off,4.4,2296 Ratings & 254 Reviews,['Normal Compressor' 'Built-in Stabilizer' '1 Year Comprehensive on the Product and 10 Years on the Compressor from Whirlpool']
