Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Unnamed: 9,Opposition,Ground,Start Date,Unnamed: 13
16,-,59,1,0,27.11,3,lbw,2,,v West Indies,Toronto,12 Sep 1999,ODI # 1498
77,-,87,6,2,88.50,5,bowled,1,,v West Indies,Toronto,14 Sep 1999,ODI # 1499
9,20,19,2,0,47.36,4,not out,2,,v South Africa,Nairobi (Gym),26 Sep 1999,ODI # 1504
30,-,56,2,0,53.57,3,caught,1,,v Kenya,Nairobi (Gym),29 Sep 1999,ODI # 1506
12,23,15,1,0,80.00,4,lbw,1,,v Zimbabwe,Nairobi (Gym),1 Oct 1999,ODI # 1508
30,88,65,3,0,46.15,3,caught,2,,v South Africa,Nairobi (Gym),3 Oct 1999,ODI # 1509
39,56,43,3,0,90.69,3,lbw,2,,v New Zealand,Rajkot,5 Nov 1999,ODI # 1522
153,196,153,15,2,100.00,3,caught,1,,v New Zealand,Hyderabad (Deccan),8 Nov 1999,ODI # 1523
14,51,31,1,0,45.16,3,caught,1,,v New Zealand,Gwalior,11 Nov 1999,ODI # 1524
5,7,7,0,0,71.42,3,caught,2,,v New Zealand,Guwahati,14 Nov 1999,ODI # 1525
29,67,53,3,2,54.71,3,not out,2,,v New Zealand,Delhi,17 Nov 1999,ODI # 1526
8,32,18,1,0,44.44,3,caught,1,,v Pakistan,Brisbane,10 Jan 2000,ODI # 1537
60,149,85,2,0,70.58,5,caught,2,,v Australia,Melbourne,12 Jan 2000,ODI # 1539
22,109,70,2,0,31.42,4,lbw,1,,v Australia,Sydney,14 Jan 2000,ODI # 1540
15,41,31,1,0,48.38,4,lbw,2,,v Pakistan,Hobart,21 Jan 2000,ODI # 1543
32,81,58,1,0,55.17,3,caught,1,,v Pakistan,Adelaide,25 Jan 2000,ODI # 1547
63,97,82,10,0,76.82,3,caught,2,,v Australia,Adelaide,26 Jan 2000,ODI # 1548
3,26,14,0,0,21.42,3,caught,2,,v Pakistan,Perth,28 Jan 2000,ODI # 1550
65,145,106,6,0,61.32,3,caught,1,,v Australia,Perth,30 Jan 2000,ODI # 1552
17,19,21,2,0,80.95,3,caught,2,,v South Africa,Kochi,9 Mar 2000,ODI # 1572
36,81,59,4,0,61.01,4,caught,2,,v South Africa,Jamshedpur,12 Mar 2000,ODI # 1573
73,172,109,4,1,66.97,3,run out,1,,v South Africa,Faridabad,15 Mar 2000,ODI # 1574
3,17,10,0,0,30.00,3,caught,2,,v South Africa,Vadodara,17 Mar 2000,ODI # 1575
79,103,70,11,0,112.85,3,run out,2,,v South Africa,Nagpur,19 Mar 2000,ODI # 1576
8,40,25,0,0,32.00,3,bowled,1,,v South Africa,Sharjah,22 Mar 2000,ODI # 1577
26,109,70,3,0,37.14,3,caught,2,,v Pakistan,Sharjah,23 Mar 2000,ODI # 1578
29,72,46,3,0,63.04,3,caught,2,,v Pakistan,Sharjah,26 Mar 2000,ODI # 1580
26,60,60,2,0,43.33,5,caught,1,,v South Africa,Sharjah,27 Mar 2000,ODI # 1581
24,64,44,3,0,54.54,4,caught,2,,v Sri Lanka,Dhaka,1 Jun 2000,ODI # 1598
26,34,32,3,0,81.25,3,lbw,2,,v Pakistan,Dhaka,3 Jun 2000,ODI # 1600
68,127,87,7,0,78.16,3,not out,2,,v Kenya,Nairobi (Gym),3 Oct 2000,ODI # 1630
9,32,18,2,0,50.00,3,caught,1,,v Australia,Nairobi (Gym),7 Oct 2000,ODI # 1633
58,106,71,9,0,81.69,3,caught,1,,v South Africa,Nairobi (Gym),13 Oct 2000,ODI # 1638
22,52,35,1,0,62.85,3,run out,1,,v New Zealand,Nairobi (Gym),15 Oct 2000,ODI # 1639
16,-,21,2,0,76.19,3,run out,1,,v Sri Lanka,Sharjah,20 Oct 2000,ODI # 1640
85,-,121,4,0,70.24,1,caught,1,,v Zimbabwe,Sharjah,22 Oct 2000,ODI # 1644
9,28,16,1,0,56.25,3,run out,2,,v Zimbabwe,Cuttack,2 Dec 2000,ODI # 1656
62,146,88,3,0,70.45,3,run out,1,,v Zimbabwe,Ahmedabad,5 Dec 2000,ODI # 1657
30,87,53,3,0,56.60,3,caught,1,,v Zimbabwe,Jodhpur,8 Dec 2000,ODI # 1658
6,18,16,1,0,37.50,3,caught,1,,v Zimbabwe,Rajkot,14 Dec 2000,ODI # 1660
80,144,84,3,1,95.23,4,caught,1,,v Australia,Bengaluru,25 Mar 2001,ODI # 1696
13,27,23,2,0,56.52,4,run out,1,,v Australia,Pune,28 Mar 2001,ODI # 1698
15,30,34,3,0,44.11,1,caught,1,,v Australia,Indore,31 Mar 2001,ODI # 1699
7,23,10,0,0,70.00,4,caught,2,,v Australia,Visakhapatnam,3 Apr 2001,ODI # 1700
31,65,45,1,0,68.88,4,caught,1,,v Australia,Margao,6 Apr 2001,ODI # 1701
72,103,64,7,0,112.50,4,not out,2,,v Zimbabwe,Bulawayo,27 Jun 2001,ODI # 1730
4,5,5,0,0,80.00,4,stumped,2,,v West Indies,Bulawayo,30 Jun 2001,ODI # 1731
15,28,18,0,0,83.33,5,bowled,2,,v West Indies,Harare,4 Jul 2001,ODI # 1733
30,43,32,6,0,93.75,4,bowled,2,,v West Indies,Harare,7 Jul 2001,ODI # 1734
15,48,36,1,0,41.66,4,caught,2,,v New Zealand,Colombo (RPS),20 Jul 2001,ODI # 1736
49,126,81,0,0,60.49,6,not out,2,,v Sri Lanka,Colombo (RPS),22 Jul 2001,ODI # 1737
27,111,57,1,0,47.36,4,bowled,2,,v New Zealand,Colombo (RPS),26 Jul 2001,ODI # 1739
43,86,79,3,0,54.43,4,caught,2,,v Sri Lanka,Colombo (RPS),28 Jul 2001,ODI # 1740
47,122,88,3,0,53.40,4,stumped,1,,v Sri Lanka,Colombo (SSC),1 Aug 2001,ODI # 1742
57,76,56,6,0,101.78,4,not out,2,,v New Zealand,Colombo (SSC),2 Aug 2001,ODI # 1743
21,42,36,2,0,58.33,4,bowled,2,,v Sri Lanka,Colombo (RPS),5 Aug 2001,ODI # 1744
1,12,7,0,0,14.28,3,caught,1,,v South Africa,Johannesburg,5 Oct 2001,ODI # 1752
54,107,79,5,0,68.35,4,caught,1,,v South Africa,Centurion,10 Oct 2001,ODI # 1757
11,25,23,2,0,47.82,4,caught,2,,v Kenya,Gqeberha,17 Oct 2001,ODI # 1761
71,122,87,7,0,81.60,4,not out,2,,v South Africa,East London,19 Oct 2001,ODI # 1762
77,143,102,6,0,75.49,4,caught,1,,v South Africa,Durban,26 Oct 2001,ODI # 1766
23,43,34,2,0,67.64,4,lbw,1,,v Zimbabwe,Faridabad,7 Mar 2002,ODI # 1814
66,82,59,6,0,111.86,4,not out,1,,v Zimbabwe,Mohali,10 Mar 2002,ODI # 1815
6,16,11,1,0,54.54,4,caught,1,,v Zimbabwe,Kochi,13 Mar 2002,ODI # 1816
32,81,56,0,0,57.14,4,bowled,2,,v Zimbabwe,Hyderabad (Deccan),16 Mar 2002,ODI # 1817
26,34,33,1,0,78.78,4,bowled,1,,v Zimbabwe,Guwahati,19 Mar 2002,ODI # 1818
9,14,16,2,0,56.25,5,not out,2,,v West Indies,Bridgetown,29 May 2002,ODI # 1836
28,50,36,2,1,77.77,6,bowled,1,,v West Indies,Port of Spain,1 Jun 2002,ODI # 1837
20,38,34,1,0,58.82,5,caught,1,,v West Indies,Port of Spain,2 Jun 2002,ODI # 1838
73,113,86,7,0,84.88,5,not out,2,,v England,Lord's,29 Jun 2002,ODI # 1848
8,29,26,0,0,30.76,5,bowled,2,,v Sri Lanka,The Oval,30 Jun 2002,ODI # 1849
82,130,117,7,0,70.08,5,caught,1,,v England,Chester-le-Street,4 Jul 2002,ODI # 1851
64,144,95,5,1,67.36,5,run out,2,,v Sri Lanka,Birmingham,6 Jul 2002,ODI # 1852
13,20,16,1,0,81.25,5,lbw,1,,v Sri Lanka,Bristol,11 Jul 2002,ODI # 1855
5,8,12,0,0,41.66,5,caught,2,,v England,Lord's,13 Jul 2002,ODI # 1856
71,108,81,6,0,87.65,5,run out,1,,v Zimbabwe,Colombo (RPS),14 Sep 2002,ODI # 1876
49,82,67,2,0,73.13,5,lbw,1,,v South Africa,Colombo (RPS),25 Sep 2002,ODI # 1886
46,82,42,2,0,109.52,5,not out,1,,v West Indies,Jamshedpur,6 Nov 2002,ODI # 1893
51,63,42,6,0,121.42,6,run out,1,,v West Indies,Nagpur,9 Nov 2002,ODI # 1894
109,201,124,8,0,87.90,4,not out,2,,v West Indies,Ahmedabad,15 Nov 2002,ODI # 1896
33,37,36,3,0,91.66,4,caught,1,,v West Indies,Vadodara,18 Nov 2002,ODI # 1897
58,110,82,5,0,70.73,4,caught,2,,v West Indies,Jodhpur,21 Nov 2002,ODI # 1898
3,-,8,0,0,37.50,4,caught,2,,v West Indies,Vijayawada,24 Nov 2002,ODI # 1900
20,79,51,2,0,39.21,5,caught,1,,v New Zealand,Auckland,26 Dec 2002,ODI # 1926
18,35,27,1,0,66.66,4,run out,2,,v New Zealand,Napier,29 Dec 2002,ODI # 1927
20,69,59,2,0,33.89,4,caught,1,,v New Zealand,Christchurch,1 Jan 2003,ODI # 1928
18,65,52,1,0,34.61,2,bowled,1,,v New Zealand,Queenstown,4 Jan 2003,ODI # 1929
7,72,41,0,0,17.07,5,caught,2,,v New Zealand,Wellington,8 Jan 2003,ODI # 1930
21,71,50,2,0,42.00,3,lbw,2,,v New Zealand,Auckland,11 Jan 2003,ODI # 1933
12,30,26,2,0,46.15,5,caught,1,,v New Zealand,Hamilton,14 Jan 2003,ODI # 1935
17,45,38,0,0,44.73,4,bowled,1,,v Netherlands,Paarl,12 Feb 2003,ODI # 1948
1,27,23,0,0,4.34,4,bowled,1,,v Australia,Centurion,15 Feb 2003,ODI # 1951
43,87,55,2,0,78.18,5,not out,1,,v Zimbabwe,Harare,19 Feb 2003,ODI # 1957
62,110,72,3,1,86.11,5,caught,1,,v England,Durban,26 Feb 2003,ODI # 1969
44,124,76,2,0,57.89,5,not out,2,,v Pakistan,Centurion,1 Mar 2003,ODI # 1975
32,91,73,3,0,43.83,5,caught,2,,v Kenya,Cape Town,7 Mar 2003,ODI # 1983
18,22,12,2,0,150.00,6,not out,1,,v Sri Lanka,Johannesburg,10 Mar 2003,ODI # 1985
53,143,89,7,0,59.55,5,not out,2,,v New Zealand,Centurion,14 Mar 2003,ODI # 1988
1,3,1,0,0,100.00,6,not out,1,,v Kenya,Durban,20 Mar 2003,ODI # 1992
47,87,57,2,0,82.45,5,bowled,2,,v Australia,Johannesburg,23 Mar 2003,ODI # 1993
4,7,6,0,0,66.66,4,caught,1,,v New Zealand,Chennai,23 Oct 2003,ODI # 2051
59,96,70,8,0,84.28,4,caught,2,,v Australia,Wankhede,1 Nov 2003,ODI # 2054
31,45,41,2,0,75.60,4,caught,1,,v New Zealand,Cuttack,6 Nov 2003,ODI # 2056
34,49,34,3,0,100.00,5,caught,2,,v Australia,Bengaluru,12 Nov 2003,ODI # 2061
50,29,22,5,3,227.27,5,not out,1,,v New Zealand,Hyderabad (Deccan),15 Nov 2003,ODI # 2062
49,113,69,4,0,71.01,4,bowled,2,,v Australia,Kolkata,18 Nov 2003,ODI # 2064
16,18,19,1,0,84.21,5,caught,2,,v Australia,Melbourne,9 Jan 2004,ODI # 2077
74,76,64,4,0,115.62,4,caught,1,,v Australia,Brisbane,18 Jan 2004,ODI # 2084
84,131,106,3,0,79.24,4,caught,1,,v Zimbabwe,Brisbane,20 Jan 2004,ODI # 2085
12,14,7,3,0,171.42,4,caught,1,,v Australia,Sydney,22 Jan 2004,ODI # 2086
56,95,72,4,0,77.77,5,caught,1,,v Zimbabwe,Adelaide,24 Jan 2004,ODI # 2087
13,61,38,2,0,34.21,4,caught,1,,v Australia,Perth,1 Feb 2004,ODI # 2093
10,29,24,2,0,41.66,4,bowled,2,,v Zimbabwe,Perth,3 Feb 2004,ODI # 2095
12,43,29,3,0,41.37,4,caught,1,,v Australia,Melbourne,6 Feb 2004,ODI # 2097
0,17,11,0,0,0.00,5,run out,2,,v Australia,Sydney,8 Feb 2004,ODI # 2098
99,127,104,8,0,95.19,4,bowled,1,,v Pakistan,Karachi,13 Mar 2004,ODI # 2112
36,74,45,2,0,80.00,5,bowled,2,,v Pakistan,Rawalpindi,16 Mar 2004,ODI # 2114
33,106,86,4,0,38.37,4,caught,1,,v Pakistan,Peshawar,19 Mar 2004,ODI # 2115
76,141,92,9,0,82.60,5,not out,2,,v Pakistan,Lahore,21 Mar 2004,ODI # 2116
4,18,10,0,0,40.00,5,bowled,1,,v Pakistan,Lahore,24 Mar 2004,ODI # 2117
104,120,93,8,0,111.82,5,bowled,1,,v U.A.E.,Dambulla,16 Jul 2004,ODI # 2144
82,136,100,8,1,82.00,5,bowled,2,,v Sri Lanka,Dambulla,18 Jul 2004,ODI # 2148
5,16,9,0,0,55.55,4,lbw,2,,v Pakistan,Colombo (RPS),25 Jul 2004,ODI # 2152
1,5,7,0,0,14.28,4,caught,1,,v Sri Lanka,Colombo (RPS),27 Jul 2004,ODI # 2153
16,24,28,0,0,57.14,5,caught,2,,v Sri Lanka,Colombo (RPS),1 Aug 2004,ODI # 2155
0,5,1,0,0,0.00,4,run out,2,,v Pakistan,Amstelveen,21 Aug 2004,ODI # 2157
13,19,16,3,0,81.25,4,caught,1,,v England,Nottingham,1 Sep 2004,ODI # 2164
1,11,8,0,0,12.50,5,caught,2,,v England,The Oval,3 Sep 2004,ODI # 2165
52,126,92,3,0,56.52,5,caught,1,,v England,Lord's,5 Sep 2004,ODI # 2167
30,22,16,3,1,187.50,6,not out,1,,v Kenya,Southampton,11 Sep 2004,ODI # 2170
67,158,108,4,0,62.03,5,caught,1,,v Pakistan,Birmingham,19 Sep 2004,ODI # 2179
16,41,34,1,0,47.05,5,caught,1,,v Pakistan,Kolkata,13 Nov 2004,ODI # 2192
53,121,80,5,0,66.25,4,caught,1,,v Bangladesh,Chattogram,23 Dec 2004,ODI # 2199
60,87,68,5,0,88.23,4,caught,1,,v Bangladesh,Dhaka,27 Dec 2004,ODI # 2202
75,118,71,5,0,105.63,4,not out,2,,v ICC World XI,Melbourne,10 Jan 2005,ODI # 2203
104,199,139,6,0,74.82,4,run out,1,,v Pakistan,Kochi,2 Apr 2005,ODI # 2235
52,83,59,3,0,88.13,5,caught,1,,v Pakistan,Visakhapatnam,5 Apr 2005,ODI # 2236
28,52,30,4,0,93.33,5,caught,2,,v Pakistan,Jamshedpur,9 Apr 2005,ODI # 2237
19,24,13,3,0,146.15,5,caught,1,,v Pakistan,Ahmedabad,12 Apr 2005,ODI # 2238
86,183,115,8,0,74.78,4,run out,1,,v Pakistan,Kanpur,15 Apr 2005,ODI # 2239
19,27,29,3,0,65.51,4,run out,2,,v Pakistan,Delhi,17 Apr 2005,ODI # 2240
54,116,96,6,0,56.25,4,bowled,1,,v Sri Lanka,Dambulla,30 Jul 2005,ODI # 2262
52,97,65,7,0,80.00,4,not out,2,,v West Indies,Dambulla,31 Jul 2005,ODI # 2263
0,3,1,0,0,0.00,5,lbw,1,,v Sri Lanka,Dambulla,3 Aug 2005,ODI # 2265
10,43,26,2,0,38.46,4,bowled,1,,v West Indies,Colombo (RPS),7 Aug 2005,ODI # 2267
69,137,99,3,0,69.69,3,run out,2,,v Sri Lanka,Colombo (RPS),9 Aug 2005,ODI # 2268
5,10,9,1,0,55.55,4,bowled,2,,v New Zealand,Bulawayo,26 Aug 2005,ODI # 2273
14,-,30,1,0,46.66,4,bowled,1,,v Zimbabwe,Harare,29 Aug 2005,ODI # 2274
39,-,61,5,0,63.93,4,bowled,2,,v New Zealand,Harare,2 Sep 2005,ODI # 2278
6,12,11,1,0,54.54,4,bowled,2,,v Zimbabwe,Harare,4 Sep 2005,ODI # 2280
0,2,2,0,0,0.00,4,lbw,1,,v New Zealand,Harare,6 Sep 2005,ODI # 2281
4,30,14,0,0,28.57,5,caught,2,,v Australia,Melbourne (Docklands),5 Oct 2005,ODI # 2282
26,67,35,2,0,74.28,6,bowled,2,,v Australia,Melbourne (Docklands),7 Oct 2005,ODI # 2283
16,50,38,1,0,42.10,7,caught,2,,v Australia,Melbourne (Docklands),9 Oct 2005,ODI # 2284
85,76,63,8,1,134.92,5,not out,1,,v Sri Lanka,Nagpur,25 Oct 2005,ODI # 2286
2,10,5,0,0,40.00,4,not out,2,,v Sri Lanka,Mohali,28 Oct 2005,ODI # 2287
28,55,34,2,0,82.35,4,caught,2,,v Sri Lanka,Jaipur,31 Oct 2005,ODI # 2290
63,103,72,7,0,87.50,4,caught,2,,v Sri Lanka,Pune,3 Nov 2005,ODI # 2291
103,157,120,8,1,85.83,5,not out,1,,v Sri Lanka,Ahmedabad,6 Nov 2005,ODI # 2294
31,67,48,2,0,64.58,6,not out,2,,v Sri Lanka,Vadodara,12 Nov 2005,ODI # 2296
8,34,24,1,0,33.33,4,bowled,1,,v South Africa,Hyderabad (Deccan),16 Nov 2005,ODI # 2297
10,34,17,0,0,58.82,5,caught,2,,v South Africa,Bengaluru,19 Nov 2005,ODI # 2298
6,54,31,1,0,19.35,5,bowled,1,,v South Africa,Kolkata,25 Nov 2005,ODI # 2299
78,186,106,10,0,73.58,4,not out,2,,v South Africa,Wankhede,28 Nov 2005,ODI # 2300
18,17,14,2,0,128.57,6,lbw,1,,v Pakistan,Peshawar,6 Feb 2006,ODI # 2324
56,100,61,5,0,91.80,3,caught,2,,v Pakistan,Rawalpindi,11 Feb 2006,ODI # 2327
22,74,42,4,0,52.38,4,run out,2,,v Pakistan,Lahore,13 Feb 2006,ODI # 2329
59,113,72,9,0,81.94,3,lbw,2,,v Pakistan,Multan,16 Feb 2006,ODI # 2331
50,128,82,6,0,60.97,2,caught,2,,v Pakistan,Karachi,19 Feb 2006,ODI # 2333
34,77,50,7,0,68.00,3,bowled,1,,v England,Delhi,28 Mar 2006,ODI # 2357
5,30,23,0,0,21.73,3,run out,2,,v England,Faridabad,31 Mar 2006,ODI # 2358
46,101,59,6,0,77.96,2,bowled,1,,v England,Margao,3 Apr 2006,ODI # 2359
65,109,73,9,0,89.04,2,caught,2,,v England,Kochi,6 Apr 2006,ODI # 2360
69,126,79,9,0,87.34,2,lbw,2,,v England,Indore,15 Apr 2006,ODI # 2362
20,64,29,3,0,68.96,2,run out,1,,v Pakistan,Abu Dhabi,18 Apr 2006,ODI # 2363
